access_id,odonimo_raw,localita,civico,esponente,coord_x,coord_y,section_number,assignment_method,coordinate_quality_flag,coordinate_suspect_reason,same_street_neighbour_count,distance_to_same_street_cluster_m,distance_to_nearest_same_street_m,nearest_validated_street_context,nearest_validated_street_context_count,distance_to_nearest_different_street_m,census_cell_id,suggested_action,notes
3555876,PIAZZA GIUSEPPE MAZZINI,,29,,"16,3039033","38,9697381",,,same_street_outlier,1171.9 m from same-street cluster centroid; nearest same-street civic is 771.3 m away; progressive civic-number neighbour is 1083.6 m away,0,1171.9,771.3,VIA DELLE ROSE,15,12.5,0791600000035,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3514993,PIAZZA JOHN FITZGERALD KENNEDY,,10,,"16,3150367","38,9748202",,,same_street_outlier,3425.7 m from same-street cluster centroid; nearest same-street civic is 3158.3 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3630.2 m away,0,3425.7,3158.3,VIA DEI GRECI,20,2.1,0791600000012,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3514996,PIAZZA JOHN FITZGERALD KENNEDY,,13,,"16,279446","38,9686673",,,same_street_outlier,nearest same-street civic is 645.8 m away; progressive civic-number neighbour is 793.5 m away,0,514.7,645.8,VIA BELVEDERE,15,18.2,0791600000153,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3519498,PIAZZA NICASTRO,,25,,"16,3032302","38,9576049",,,same_street_outlier,1727.1 m from same-street cluster centroid; nearest same-street civic is 1797.7 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1798.1 m away,0,1727.1,1797.7,VIA MONSIGNOR AZIO DAVOLI,3,35.5,0791600000128,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3513946,PIAZZA SANTA MARIA MAGGIORE,,92,,"16,2769045","38,965415",9,normalized_street_exact,same_street_outlier,3384.0 m from same-street cluster centroid; nearest same-street civic is 2674.8 m away; progressive civic-number neighbour is 2674.8 m away,0,3384.0,2674.8,VIA CIRILLO,13,0.0,0791600000154,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3512592,RIONE MANDONI,,19,,"16,2843961","38,9673164",,,same_street_outlier,3872.8 m from same-street cluster centroid; nearest same-street civic is 4228.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4228.9 m away,0,3872.8,4228.9,VIA SINOPOLI,54,7.4,0791600000149,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
35649575,STRADA COMUNALE MULINO,SANT'EUFEMIA VETERE,3,,"16,2460054","38,9761757",,,same_street_outlier,1561.1 m from same-street cluster centroid; nearest same-street civic is 1123.1 m away; progressive civic-number neighbour is 2153.9 m away,0,1561.1,1123.1,,0,,0791600000348,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3602867,TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA,,7,,"16,3112171","38,9586074",,,same_street_outlier,nearest same-street civic is 1434.0 m away; progressive civic-number neighbour is 1454.9 m away,0,1233.3,1434.0,VIA GIORGIO AMENDOLA,5,14.2,0791600000131,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3598530,TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,,4,,"16,3434621","38,9720608",,,same_street_outlier,nearest same-street civic is 2048.3 m away; progressive civic-number neighbour is 3014.0 m away,0,2028.2,2048.3,TRAVERSA QUARTA DI VIALE PRIMO MAGGIO,3,50.1,0791600000057,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3513981,TRAVERSA SECONDA DI VIA ENRICO TOTI,,19,,"16,2931475","38,9687068",,,same_street_outlier,nearest same-street civic is 2009.5 m away; progressive civic-number neighbour is 2009.5 m away,0,1459.1,2009.5,TRAVERSA SECONDA DI VIA GIUSEPPE VERDI,1,39.3,0791600000148,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529240,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,,130,,"16,3039363","38,9686954",,,same_street_outlier,nearest same-street civic is 527.5 m away; progressive civic-number neighbour is 582.3 m away,0,71.7,527.5,VIALE GUGLIELMO MARCONI,21,3.3,0791600000031,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529248,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,,216,,"16,2866541","38,9663158",,,same_street_outlier,progressive civic-number neighbour is 640.8 m away,0,1592.1,459.4,VIALE GUGLIELMO MARCONI,35,8.1,0791600000148,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3528159,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,,13,,"16,3085967","38,9748576",,,same_street_outlier,1379.3 m from same-street cluster centroid; nearest same-street civic is 1485.5 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1599.4 m away,0,1379.3,1485.5,TRAVERSA OTTAVA DI VIA MADONNA DELLA SPINA,11,15.2,0791600000037,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3534168,TRAVERSA SETTIMA DI VIA DEI BIZANTINI,,8,,"16,306606","38,9556346",,,same_street_outlier,nearest same-street civic is 1866.6 m away; progressive civic-number neighbour is 2239.9 m away,0,1540.3,1866.6,VIA CARMELINA TROPEA,23,3.2,0791600000130,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535806,TRAVERSA TERZA DI VIA DEI BIZANTINI,,9,,"16,3095038","38,9638454",,,same_street_outlier,nearest same-street civic is 920.7 m away; progressive civic-number neighbour is 950.7 m away,0,862.4,920.7,TRAVERSA OTTAVA DI VIA DEI BIZANTINI,6,2.9,0791600000138,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3591897,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,,1,,"16,3072269","38,9758221",,,same_street_outlier,6963.4 m from same-street cluster centroid; nearest same-street civic is 7968.0 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 7982.1 m away,0,6963.4,7968.0,TRAVERSA OTTAVA DI VIA MADONNA DELLA SPINA,7,8.1,0791600000038,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3593970,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,,9,,"16,2235183","38,9284666",,,same_street_outlier,nearest same-street civic is 1718.0 m away; point is near validated ANNCSU civics labelled VIA ALIDA NUCIFERO (10 of nearby context within 120 m); progressive civic-number neighbour is 1725.9 m away,0,2275.0,1718.0,VIA ALIDA NUCIFERO,10,0.0,0791600000090,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3528477,VIA ABRUZZI,BELLA,2,,"16,2226055","38,9280502",22,normalized_street_exact,same_street_outlier,7064.7 m from same-street cluster centroid; nearest same-street civic is 6732.9 m away; point is near validated ANNCSU civics labelled VIA ALIDA NUCIFERO (10 of nearby context within 120 m); progressive civic-number neighbour is 8770.6 m away,0,7064.7,6732.9,VIA ALIDA NUCIFERO,10,0.0,0791600000090,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3528479,VIA ABRUZZI,BELLA,32,,"16,2819514","38,9699859",22,normalized_street_exact,same_street_outlier,nearest same-street civic is 1361.4 m away; progressive civic-number neighbour is 1429.9 m away,0,420.1,1361.4,VICO DI VIA DOMENICO PORCHIO,49,3.4,0791600000150,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535126,VIA ACQUAFREDDA,,228,,"16,3106471","38,95961",,,same_street_outlier,nearest same-street civic is 1413.1 m away; progressive civic-number neighbour is 7053.5 m away,0,4199.5,1413.1,PIAZZA GIUSEPPE GARIBALDI,3,96.3,0791600000474,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535128,VIA ACQUAFREDDA,,230,,"16,3338061","38,9553419",,,same_street_outlier,nearest same-street civic is 2062.1 m away; progressive civic-number neighbour is 9060.7 m away,0,6253.0,2062.1,VIA EUGENIO MONTALE,9,28.1,0791600000140,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535135,VIA ACQUAFREDDA,,239,,"16,3014126","38,970104",,,same_street_outlier,nearest same-street civic is 1219.1 m away; progressive civic-number neighbour is 5480.5 m away,0,3432.6,1219.1,VIA ANTONIO REILLO,12,0.0,0791600000039,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535167,VIA ACQUAFREDDA,,82,,"16,2803995","38,9456439",,,same_street_outlier,progressive civic-number neighbour is 680.8 m away,0,2572.9,488.6,,0,,0791600000354,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3530693,VIA ADIGE,,11,,"16,3526505","38,9817086",13,normalized_street_exact,same_street_outlier,2751.8 m from same-street cluster centroid; nearest same-street civic is 3040.1 m away; rare census-cell placement for same-street civics; point is near validated ANNCSU civics labelled VIA ADDURI (8 of nearby context within 120 m); progressive civic-number neighbour is 3043.5 m away,0,2751.8,3040.1,VIA ADDURI,8,3.4,0791600000053,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3530706,VIA ADIGE,,23,,"16,3380281","38,9497387",13,normalized_street_exact,same_street_outlier,2636.0 m from same-street cluster centroid; nearest same-street civic is 2874.6 m away; rare census-cell placement for same-street civics; point is near validated ANNCSU civics labelled VIA AFRICA (13 of nearby context within 120 m); progressive civic-number neighbour is 2874.6 m away,0,2636.0,2874.6,VIA AFRICA,13,20.3,0791600000136,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3522563,VIA ALBERT EINSTEIN,,1,A,"16,3277317","38,9578573",40,normalized_street_exact,same_street_outlier,nearest same-street civic is 1727.3 m away; progressive civic-number neighbour is 1751.2 m away,0,1737.0,1727.3,VIA ROBERTA LANZINO,11,45.7,0791600000140,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535225,VIA ALDO MORO,,40,S,"16,2800975","38,9650842",19,anncsu_crosswalk_abbreviation_unique,same_street_outlier,nearest same-street civic is 2497.9 m away; progressive civic-number neighbour is 2642.2 m away,0,3029.4,2497.9,VIA DEL PROGRESSO,21,0.0,0791600000154,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3512476,VIA ALIDA NUCIFERO,,13,,"16,2368803","38,9263575",53,anncsu_crosswalk_abbreviation_unique,same_street_outlier,progressive civic-number neighbour is 1191.9 m away,0,3175.9,257.0,,0,,0791600000358,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3596282,VIA ANDREA CEFALY SENIOR,,11,,"16,2829156","38,9652725",,,same_street_outlier,nearest same-street civic is 1334.9 m away; progressive civic-number neighbour is 6047.1 m away,0,3887.1,1334.9,VIA REGINA ELENA,48,0.0,0791600000374,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529343,VIA ANTONELLO DA MESSINA,,31,,"16,2817115","38,9499255",76,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 1704.6 m away,0,1681.3,376.8,VIA ACQUAFREDDA,2,0.0,0791600000213,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529347,VIA ANTONELLO DA MESSINA,,54,,"16,24053","38,9909267",76,normalized_street_exact,same_street_outlier,4602.9 m from same-street cluster centroid; nearest same-street civic is 3738.1 m away; progressive civic-number neighbour is 4256.0 m away,0,4602.9,3738.1,SALITA FRATELLI MARUCA,17,15.5,0791600000189,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3520617,VIA ANTONIO CAPPELLI,,192,,"16,2257762","38,9149259",57,anncsu_crosswalk_abbreviation_unique_and_civic_rule,same_street_outlier,nearest same-street civic is 1651.7 m away; progressive civic-number neighbour is 1916.1 m away,0,4118.8,1651.7,,0,,0791600000087,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3522739,VIA ANTONIO CAPPELLI,,61,,"16,249212","38,953193",50,anncsu_crosswalk_abbreviation_unique_and_civic_rule,same_street_outlier,point is near validated ANNCSU civics labelled VIA ACQUAFREDDA (4 of nearby context within 120 m); progressive civic-number neighbour is 546.2 m away,0,761.7,298.8,VIA ACQUAFREDDA,4,0.0,0791600000351,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3531953,VIA ANTONIO DE CURTIS,,1,B,"16,3114486","38,9602113",,,same_street_outlier,3542.3 m from same-street cluster centroid; nearest same-street civic is 3894.3 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4006.1 m away,0,3542.3,3894.3,VIA UGO LA MALFA,9,62.7,0791600000131,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3594007,VIA ANTONIO DE GRAZIA,,3,,"16,341468","38,9847712",66,normalized_street_exact,same_street_outlier,2827.7 m from same-street cluster centroid; nearest same-street civic is 3282.8 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3289.7 m away,0,2827.7,3282.8,,0,,0791600000340,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3524776,VIA ANTONIO DE MEDICI,,15,B,"16,3051329","38,956494",,,same_street_outlier,nearest same-street civic is 1544.6 m away; progressive civic-number neighbour is 1730.4 m away,0,1647.3,1544.6,VIA ADDA,7,17.5,0791600000130,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3524788,VIA ANTONIO DE MEDICI,,2,,"16,3014126","38,970104",,,same_street_outlier,nearest same-street civic is 525.1 m away; progressive civic-number neighbour is 2980.1 m away,0,460.5,525.1,VIA ANTONIO REILLO,12,0.0,0791600000039,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3526415,VIA ANTONIO GRAMSCI,,5,,"16,3132657","38,9769406",,,same_street_outlier,progressive civic-number neighbour is 2982.6 m away,0,1790.3,291.6,VICO DI VIA CALIA,54,0.0,0791600000011,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3528341,VIA BAROLO,,2,,"16,3205422","38,9778416",62,normalized_street_exact,same_street_outlier,3159.5 m from same-street cluster centroid; nearest same-street civic is 3885.1 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3897.8 m away,0,3159.5,3885.1,VIA CONFORTI,40,0.0,0791600000004,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3527420,VIA BENEVENTO,,1,,"16,323683","38,9797647",68,normalized_street_exact,same_street_outlier,nearest same-street civic is 2126.2 m away; progressive civic-number neighbour is 2127.2 m away,0,3134.7,2126.2,VIA SANTA LUCIA,30,2.5,0791600000002,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3527426,VIA BENEVENTO,,1,C,"16,2864423","38,959954",68,normalized_street_exact,same_street_outlier,nearest same-street civic is 502.7 m away; progressive civic-number neighbour is 502.7 m away,0,1218.9,502.7,VIA ALESSANDRO MANZONI,10,0.6,0791600000244,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3526951,VIA BERNARDINO TELESIO,,17,A,"16,2862562","38,9537183",,,same_street_outlier,nearest same-street civic is 1036.0 m away; progressive civic-number neighbour is 1254.8 m away,0,1693.3,1036.0,VIA NICOLA NICOTERA,17,17.7,0791600000108,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3526973,VIA BERNARDINO TELESIO,,54,C,"16,3244652","38,9828775",,,same_street_outlier,nearest same-street civic is 1204.9 m away; progressive civic-number neighbour is 4146.7 m away,0,3269.7,1204.9,VIA SILA,24,2.3,0791600000001,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3574468,VIA BORBONI DI NAPOLI,,13,,"16,3166785","38,9760273",32,normalized_street_exact,same_street_outlier,nearest same-street civic is 652.5 m away; progressive civic-number neighbour is 4231.0 m away,0,1108.9,652.5,VIA BRENTA,24,6.2,0791600000009,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3514147,VIA BREZIA,,4,,"16,2806846","38,9687831",34,normalized_street_exact,same_street_outlier,2671.7 m from same-street cluster centroid; nearest same-street civic is 3326.7 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3326.7 m away,0,2671.7,3326.7,VICO DI VIA DOMENICO PORCHIO,26,8.4,0791600000152,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3593852,VIA CADORE,,16,,"16,283252","38,9671463",22,normalized_street_exact,same_street_outlier,nearest same-street civic is 1293.7 m away; progressive civic-number neighbour is 2112.9 m away,0,1408.4,1293.7,VIA SINOPOLI,29,6.8,0791600000150,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3519528,VIA CALATAFIMI,,5,,"16,320142","38,9738622",17,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 786.3 m away,0,1864.6,359.6,VIA CALABRIA,35,1.8,0791600000008,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3519529,VIA CALATAFIMI,,58,,"16,3293818","38,9774269",17,normalized_street_exact,same_street_outlier,nearest same-street civic is 892.9 m away; progressive civic-number neighbour is 1678.4 m away,0,2748.5,892.9,VIA CALIA,12,0.0,0791600000052,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3579089,VIA CAMPANIA,,3,,"16,2824736","38,9661174",22,normalized_street_exact,same_street_outlier,nearest same-street civic is 1979.8 m away; progressive civic-number neighbour is 3171.5 m away,0,2142.4,1979.8,VIA REGINA ELENA,48,3.2,0791600000375,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3551260,VIA CAPITANO MANFREDI,,50,,"16,31168","38,9449264",,,same_street_outlier,progressive civic-number neighbour is 807.5 m away,0,1025.4,292.6,,0,,0791600000350,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3551288,VIA CAPITANO MANFREDI,,8,,"16,3150455","38,9601054",,,same_street_outlier,nearest same-street civic is 618.6 m away; progressive civic-number neighbour is 618.6 m away,0,790.1,618.6,VIA DOMENICO E FRANCESCO RUBINO,12,50.1,0791600000133,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3533364,VIA CARLO GOLDONI,,1,,"16,3122022","38,9571591",37,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 2154.4 m away,0,1623.4,284.4,VIA CANNETO,15,29.9,0791600000131,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3533370,VIA CARLO GOLDONI,,14,,"16,30949","38,963869",37,normalized_street_exact,same_street_outlier,nearest same-street civic is 631.1 m away; progressive civic-number neighbour is 1831.9 m away,0,1313.1,631.1,TRAVERSA OTTAVA DI VIA DEI BIZANTINI,6,2.9,0791600000138,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3516506,VIA CARLO MARIA TALARICO,,16,,"16,3205422","38,9778416",,,same_street_outlier,2159.4 m from same-street cluster centroid; nearest same-street civic is 1792.7 m away,0,2159.4,1792.7,VIA CONFORTI,40,0.0,0791600000004,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3517629,VIA CASTEL FIDARDO,,7,B,"16,2990412","38,9463393",62,spatially_resolved_candidate,same_street_outlier,nearest same-street civic is 777.5 m away; point is near validated ANNCSU civics labelled VIA DEI BIZANTINI (16 of nearby context within 120 m); progressive civic-number neighbour is 3651.7 m away,0,2625.4,777.5,VIA DEI BIZANTINI,16,0.0,0791600000350,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3523868,VIA CATERINA MOLINARO,,22,,"16,3078331","38,9553459",28,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 1360.3 m away,0,1183.0,489.3,VIA CARMELINA TROPEA,14,2.2,0791600000131,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3511517,VIA CAVALIERI DI MALTA,,19,,"16,2375201","38,9416071",57,normalized_street_exact,same_street_outlier,4479.1 m from same-street cluster centroid; nearest same-street civic is 4691.8 m away; progressive civic-number neighbour is 4691.8 m away,0,4479.1,4691.8,,0,,0791600000094,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3513760,VIA CERASOLO,,11,,"16,3121458","38,9387584",,,same_street_outlier,nearest same-street civic is 931.0 m away; progressive civic-number neighbour is 3073.7 m away,0,1571.5,931.0,VIA DEI BRUTII,1,73.7,0791600000350,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3535415,VIA CESARE BATTISTI,,1,,"16,3157049","38,9729972",34,anncsu_crosswalk_abbreviation_unique,same_street_outlier,nearest same-street civic is 3071.6 m away; progressive civic-number neighbour is 3089.2 m away,0,2391.8,3071.6,VIALE DEI GIARDINI,43,0.0,0791600000013,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3515455,VIA CIMABUE,,15,,"16,3134726","38,956712",76,normalized_street_exact,same_street_outlier,nearest same-street civic is 606.9 m away; progressive civic-number neighbour is 606.9 m away,0,80.9,606.9,VIA DEGLI ITALI,17,13.5,0791600000132,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3515435,VIA CIMABUE,,16,,"16,3134365","38,9512437",76,normalized_street_exact,same_street_outlier,nearest same-street civic is 606.9 m away; progressive civic-number neighbour is 606.9 m away,0,674.2,606.9,VIA SALVATORE FODERARO,34,1.5,0791600000132,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3534836,VIA CONCIAPELLE,,67,,"16,30389","38,934783",,,same_street_outlier,nearest same-street civic is 1593.9 m away; progressive civic-number neighbour is 2715.8 m away,0,1966.2,1593.9,VIALE SALVATORE RAFFAELE,2,5.5,0791600000355,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3534837,VIA CONCIAPELLE,,8,,"16,3235452","38,9791649",,,same_street_outlier,nearest same-street civic is 2897.2 m away; progressive civic-number neighbour is 2908.9 m away,0,3401.1,2897.2,VIA SANTA LUCIA,43,1.3,0791600000003,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3513584,VIA CONFORTI,,4,,"16,2931232","38,935429",,,same_street_outlier,nearest same-street civic is 2524.2 m away; progressive civic-number neighbour is 4875.2 m away,0,4271.4,2524.2,VIA RAFFAELE CUPARO,2,0.0,0791600000350,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3572290,VIA COSCHI,,104,,"16,2755525","38,9449454",,,same_street_outlier,point is near validated ANNCSU civics labelled VIA CAFARONE (4 of nearby context within 120 m); progressive civic-number neighbour is 688.2 m away,0,1743.9,413.8,VIA CAFARONE,4,0.0,0791600000354,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3572275,VIA COSCHI,,6,,"16,3136269","38,9337236",,,same_street_outlier,nearest same-street civic is 2035.1 m away; progressive civic-number neighbour is 2035.1 m away,0,2365.5,2035.1,,0,,0791600000355,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3538966,VIA DEGLI ABETI,,5,,"16,3139881","38,9521488",73,normalized_street_exact,same_street_outlier,1343.2 m from same-street cluster centroid; nearest same-street civic is 1523.8 m away,0,1343.2,1523.8,VIA SALVATORE FODERARO,19,37.2,0791600000132,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3529681,VIA DEGLI ETRUSCHI,,7,,"16,3330573","38,926976",72,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 2133.2 m away,0,1723.1,267.2,VIA DEL PROGRESSO,1,0.0,0791600000324,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3534827,VIA DEGLI EUCALIPTI,,45,,"16,3269658","38,9737706",65,normalized_street_exact,same_street_outlier,progressive civic-number neighbour is 2738.3 m away,0,2831.6,307.0,VIA DEGLI ITALI,3,27.4,0791600000346,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3516003,VIA DEGLI SVEVI,,49,,"16,3078415","38,9471546",71,normalized_street_exact,same_street_outlier,point is near validated ANNCSU civics labelled VIA CAPITANO MANFREDI (8 of nearby context within 120 m); progressive civic-number neighbour is 5641.2 m away,0,530.6,260.4,VIA CAPITANO MANFREDI,8,54.5,0791600000118,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3515958,VIA DEGLI ULIVETI,,2,,"16,3011624","38,9410098",62,normalized_street_exact,same_street_outlier,3693.4 m from same-street cluster centroid; nearest same-street civic is 943.9 m away; progressive civic-number neighbour is 1147.2 m away,0,3693.4,943.9,CONTRADA CAPIZZAGLIE,2,0.0,0791600000350,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3520410,VIA DEI BIZANTINI,,131,,"16,2679017","38,9617222",60,normalized_street_exact_and_civic_rule,same_street_outlier,nearest same-street civic is 517.8 m away; progressive civic-number neighbour is 3214.6 m away,0,2201.8,517.8,VIA DELLE TERME,3,0.0,0791600000344,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
3520440,VIA DEI BIZANTINI,,181,,"16,2896293","38,9641287",62,normalized_street_exact_and_civic_rule,same_street_outlier,progressive civic-number neighbour is 1795.0 m away,0,871.7,299.9,VIA DEI PATRIOTI SAMBIASINI 1848,20,8.3,0791600000142,exclude_from_future_geometry_until_reviewed,Coordinate suspect is a geometry-quality signal only; do not modify ANNCSU raw.
